id,price
51636,600835.2311111111
51637,182469.0579345088
51638,299030.09030100337
51639,344325.23300970875
51640,374304.34420289856
51641,1215905.340699816
51642,600835.2311111111
51643,269677.7444444444
51644,299850.18092105264
51645,306575.6587537092
51646,228194.69736842104
51647,275984.012295082
51648,950143.2276536312
51649,257543.64077669903
51650,530611.8752475247
51651,310902.9512987013
51652,297999.9953917051
51653,244650.13774104684
51654,373184.7723076923
51655,179345.5011764706
51656,259693.9747292419
51657,297999.9953917051
51658,352203.38559322036
51659,273992.5335820895
51660,856006.1566951567
51661,832430.8980716254
51662,384973.2459893048
51663,1215905.340699816
51664,228226.1553133515
51665,266010.5665961945
51666,328609.7418032787
51667,326367.62139917695
51668,837088.5028653295
51669,559188.9862804879
51670,292738.77142857143
51671,220067.11428571428
51672,328170.7133333333
51673,595958.6091954022
51674,244120.16153846154
51675,374304.34420289856
51676,762734.6157024794
51677,308150.6234309623
51678,182469.0579345088
51679,414068.79916317994
51680,295451.2195121951
51681,1266321.0718562875
51682,273992.5335820895
51683,256446.93181818182
51684,321437.9264367816
51685,1266321.0718562875
51686,266010.5665961945
51687,318028.61200923787
51688,228194.69736842104
51689,1266321.0718562875
51690,494077.4167741935
51691,244650.13774104684
51692,1607406.8094059406
51693,321437.9264367816
51694,234394.31701030929
51695,300757.4840764331
51696,875275.5259697568
51697,374537.54150197626
51698,875275.5259697568
51699,595204.9801980198
51700,331638.8181818182
51701,240836.88615384616
51702,177045.7
51703,1266321.0718562875
51704,290939.5189003436
51705,595204.9801980198
51706,414068.79916317994
51707,279193.1281337047
51708,240836.88615384616
51709,522213.8092105263
51710,554235.0601336303
51711,338558.9331797235
51712,762734.6157024794
51713,253829.08610567515
51714,220067.11428571428
51715,494077.4167741935
51716,219245.2276422764
51717,194615.74594594594
51718,412738.09523809527
51719,342551.80368098157
51720,414068.79916317994
51721,467006.47631578945
51722,595958.6091954022
51723,373184.7723076923
51724,475317.9797979798
51725,300205.22388059704
51726,600835.2311111111
