id,price
51636,231362.15571965708
51637,163301.5746565934
51638,668498.5761866118
51639,369001.966729639
51640,527932.7160662491
51641,295509.9463388218
51642,202509.92465659342
51643,111404.15542582417
51644,779823.792140819
51645,465137.5596910112
51646,845393.5510951236
51647,746053.9673536777
51648,632333.6985847999
51649,163744.81476648353
51650,119013.30303497179
51651,501733.66060728836
51652,182562.89075828833
51653,907088.2986282792
51654,891646.6190527722
51655,237579.36910103785
51656,565988.0122532861
51657,389156.80021042784
51658,101441.59132326007
51659,714727.487163661
51660,735972.4164311879
51661,916940.3536347153
51662,445447.5912289127
51663,511297.45323173935
51664,683694.181738395
51665,382835.3000629723
51666,227169.1643826208
51667,549405.05528759
51668,821011.9222838781
51669,532597.2137434499
51670,546799.9643478144
51671,819048.4232078854
51672,953068.4675972085
51673,232482.15561743767
51674,550987.9686096451
51675,1239976.403878359
51676,395297.6089894242
51677,706048.9492247913
51678,165301.59132326007
51679,224516.46621004568
51680,192855.2216862964
51681,215283.77757626487
51682,891646.6190527722
51683,102187.00798992674
51684,352461.6762801171
51685,642798.9570148727
51686,165001.96672963898
51687,107461.84773351648
51688,372149.8976295664
51689,589440.4761904762
51690,766559.5659355973
51691,572775.6322095593
51692,327739.19179516466
51693,399137.2907657819
51694,479813.6504473645
51695,434044.63463098137
51696,764807.0771062464
51697,241251.96672963895
51698,332833.3333333334
51699,398712.77332297456
51700,129596.78179945055
51701,137239.15815223573
51702,160478.05186197918
51703,711102.5245627018
51704,158849.21037087913
51705,934796.4778430429
51706,285348.7638888889
51707,129596.78179945055
51708,288856.7757992946
51709,183507.26508212532
51710,249735.2043423751
51711,180285.73715659342
51712,699863.9007092199
51713,206769.4983782825
51714,197477.31030505797
51715,766574.216858679
51716,442282.06892727816
51717,171942.06751373626
51718,199452.12436504822
51719,166468.25798992673
51720,466306.5868593592
51721,541621.6526687241
51722,640559.8597329841
51723,366210.53194303805
51724,693665.2855696934
51725,1133033.3539614482
51726,1567474.7560081317
51727,406871.5175669741
51728,184228.64340659342
51729,331711.25966183573
51730,572775.3416604598
51731,337295.4123109144
51732,314208.764012572
51733,686566.0045343565
51734,133670.6389423077
51735,604486.1461834734
51736,486949.140754636
51737,178856.83462282398
51738,141382.9866720973
51739,329299.05234718
51740,744156.0620967742
51741,285462.6013375536
51742,326325.5871327254
51743,159509.92465659342
51744,964969.5577796628
51745,434624.71953378816
51746,493618.77336992463
51747,266106.834622824
51748,275634.9246565934
51749,214559.20719178082
51750,584500.2883905564
51751,182562.89075828833
51752,359320.1527339109
51753,141382.9866720973
51754,471154.8244565218
51755,159509.92465659342
51756,1003591.5004591336
51757,181689.13583671764
51758,233542.7580922424
51759,128835.29479981441
51760,472274.2449795082
51761,309864.15848007414
51762,426773.47634022165
51763,439070.63762656704
51764,600508.5718440588
51765,237776.22341500377
51766,484149.77503001323
51767,668498.5761866118
51768,498476.8745072278
51769,413695.9459459459
51770,155119.9943872317
51771,404465.487933635
51772,207001.2698489011
51773,356458.84259877575
51774,536668.6333963056
51775,852228.6114625506
51776,166084.1073500967
51777,112480.15798992674
51778,232482.15561743767
51779,555817.6193053452
51780,167722.70960391464
51781,508197.2340425532
51782,414018.45990806946
51783,283059.59292929294
51784,365099.00208782684
51785,300587.2314876646
51786,217397.8000629723
51787,629080.5685963902
51788,821011.9222838781
51789,215818.91719390685
51790,1315612.9321367037
51791,803454.3223388599
51792,316417.59696218686
51793,192684.2531879723
51794,325227.7393434767
51795,403541.3334830788
51796,208619.99691248423
51797,513116.5501308216
51798,249324.66176509997
51799,311866.65281252895
51800,561218.0061525406
51801,482230.9931655276
51802,310968.25798992673
51803,321182.55884569016
51804,166758.3271989663
51805,1003591.5004591336
51806,196615.31548628773
51807,136881.17368016098
51808,176211.84773351648
51809,402972.6089894242
51810,389909.62594936707
51811,346017.22593210905
51812,185408.9274680398
51813,212835.95591965626
51814,183849.21037087913
51815,723886.0825885775
51816,239513.8888888889
51817,304889.8632095951
51818,119013.30303497179
51819,348193.54665185465
51820,431359.94822993054
51821,179520.84602864584
51822,165478.15720582946
51823,685771.0358822064
51824,579731.5839551478
51825,399169.5917083694
51826,244418.0571867139
51827,465328.0896226415
51828,89044.01556568433
51829,781861.3450998219
51830,240530.01690272192
51831,434759.73999311257
51832,434112.4211136799
51833,197878.48679673704
51834,133621.5751953125
51835,153418.0046339203
51836,927649.4797254418
51837,314588.2507639419
51838,460448.1016654938
51839,172772.8000629723
51840,99690.16795615733
51841,228049.88269167347
51842,489527.2360812031
51843,193045.1524390244
51844,158418.50281531533
51845,464508.36645011173
51846,604101.8218504764
51847,436561.12712236535
51848,143175.0164410058
51849,226220.51378446113
51850,315692.7806934842
51851,411033.3041158537
51852,174642.06751373626
51853,1439535.0133513932
51854,312347.26963975694
51855,199452.12436504822
51856,534169.6420725314
51857,273825.0014540253
51858,370226.73754486773
51859,562665.7002440671
51860,367729.25484527263
51861,898803.9875880172
51862,224305.6029730903
51863,107381.83823684033
51864,185408.9274680398
51865,478659.56459409907
51866,435654.1581584035
51867,171374.055091376
51868,348392.9309200604
51869,136732.48563220317
51870,235620.64468864468
51871,273827.9571917808
51872,507764.8215325293
51873,696319.1571194764
51874,1096174.8585059957
51875,438758.91315340844
51876,171603.67465659342
51877,703441.4055919223
51878,118932.2219538907
51879,387609.5570131901
51880,153838.80329737012
51881,333005.59259645466
51882,534103.9152148664
51883,793617.839874552
51884,638079.5896117135
51885,126818.18467835692
51886,389092.6918174342
51887,585159.8123685839
51888,121019.50157967032
51889,1671571.3290186115
51890,194765.35943920212
51891,278968.6333963056
51892,564512.7822099404
51893,540216.1382816643
51894,305545.812654703
51895,294403.7396931476
51896,213947.84321333055
51897,290952.47507610347
51898,469746.39259877574
51899,746049.0724196278
51900,742696.11268333
51901,232482.15561743767
51902,163445.10798992674
51903,916484.1135505235
51904,368192.4791666666
51905,193596.42465659342
51906,109545.18106684982
51907,246764.6138131987
51908,562243.056969701
51909,613898.4763402217
51910,220878.51440018316
51911,295079.50422148383
51912,782830.986304919
51913,232252.02472293266
51914,135617.16106910497
51915,188907.65192932068
51916,249024.4283033033
51917,903469.9976530264
51918,120784.92465659342
51919,332468.88263794855
51920,853364.0774951593
51921,172908.8630127578
51922,473085.4909559948
51923,148887.85995071105
51924,633250.9900568428
51925,432948.4305068883
51926,219652.4997714271
51927,532597.2137434499
51928,299498.34328257875
51929,220891.28212851405
51930,169296.38301229867
51931,206936.6788420651
51932,192855.2216862964
51933,672896.8444665672
51934,435587.5356525497
51935,344302.0636724387
51936,1210825.4192655873
51937,322748.46402502607
51938,372176.5396575993
51939,318894.8663853727
51940,565717.8787738909
51941,148915.84158415842
51942,555104.9719507438
51943,333095.6859125011
51944,577344.5254731696
51945,818423.123801538
51946,819026.2557348666
51947,282322.9166666666
51948,278550.9873678026
51949,189806.59510412696
51950,488975.30435073626
51951,207905.06169087926
51952,357579.36910103785
51953,328740.19992595335
51954,444781.45506362594
51955,615524.0613271724
51956,314905.9068330362
51957,141410.76948417962
51958,497736.94554648
51959,537482.4124087591
51960,298164.92816333205
51961,327114.4481543313
51962,366145.51439482963
51963,313811.76512847445
51964,145701.59132326007
51965,278117.1389324961
51966,404355.86575313815
51967,155034.8746565934
51968,292497.15681127383
51969,183507.26508212532
51970,169466.7247327141
51971,532597.2137434499
51972,325705.5439874884
51973,149687.76002244707
51974,237674.57029048595
51975,466065.14300688833
51976,786538.3693256899
51977,177325.58462282398
51978,207001.2698489011
51979,430484.83121164644
51980,107381.83823684033
51981,311320.79736068053
51982,242389.70132043323
51983,784571.5713560334
51984,460831.4759844981
51985,540216.1382816643
51986,132106.29230365224
51987,326728.1947565543
51988,412626.8541666667
51989,534272.7088358144
51990,174642.06751373626
51991,393796.98783687095
51992,149384.89340659342
51993,329668.28195813595
51994,293782.91493401164
51995,161820.10521214898
51996,402924.24242424243
51997,295370.76713392034
51998,208179.26476905541
51999,202509.92465659342
52000,333008.3333333333
52001,348801.5913232601
52002,190952.94712179582
52003,625872.5595419847
52004,101134.92465659342
52005,609093.2413601666
52006,845408.8181209796
52007,138835.3000629723
52008,678522.4797521614
52009,970283.9066110493
52010,300738.58319317875
52011,488032.904040404
52012,706048.9492247913
52013,1671571.3290186115
52014,285195.8872364285
52015,283902.43660572334
52016,621177.6834505541
52017,229147.89002898528
52018,189721.4054258242
52019,215498.35356410686
52020,443533.7552742616
52021,343894.4696994225
52022,189721.4054258242
52023,425705.85549834283
52024,198875.01963975694
52025,187391.49031315907
52026,293418.00463392027
52027,363301.2790672684
52028,157896.18479172853
52029,173968.50715917282
52030,129384.92465659342
52031,419697.1571155743
52032,176066.29720561302
52033,237674.57029048595
52034,827794.4640793325
52035,244293.01124775564
52036,370271.03021214897
52037,184920.6389423077
52038,201921.80990249506
52039,163445.10798992674
52040,231168.42882572254
52041,282294.272122824
52042,544787.1749703586
52043,300371.3989690085
52044,307839.2756560909
52045,437535.73339668463
52046,355985.60256623017
52047,309864.15848007414
52048,627965.0341972335
52049,686537.6885880078
52050,621377.7757092199
52051,719794.1372533005
52052,575703.5670496705
52053,473672.414696386
52054,186668.6333963056
52055,253987.86583306402
52056,162501.96672963898
52057,244023.6232867304
52058,192895.11475034355
52059,845393.5510951236
52060,148884.9621000744
52061,175018.84920634923
52062,221239.91406693135
52063,703441.4055919223
52064,197713.32282359953
52065,156130.12729844413
52066,287991.8045630938
52067,1091973.40169215
52068,431359.94822993054
52069,238339.59324351363
52070,138645.90267857144
52071,400876.0923072306
52072,309372.7397423664
52073,399084.6039018764
52074,333395.5342902711
52075,137860.96228239845
52076,122978.15720582944
52077,214914.24743139333
52078,155417.7290044195
52079,605902.1164342558
52080,127060.86853414442
52081,217913.6982299784
52082,1034136.061584489
52083,379360.1089894242
52084,461124.53356913733
52085,635172.532128514
52086,757317.8384217981
52087,147902.8251953125
52088,803362.8171472793
52089,691370.698562444
52090,706822.8819434373
52091,191356.7537593985
52092,470493.6668164121
52093,550438.9618857347
52094,259333.44444444444
52095,768544.9124087591
52096,1170807.3868516763
52097,231362.15571965708
52098,175780.60297309028
52099,409494.77721416036
52100,201466.64473191852
52101,380474.0667059186
52102,440890.2268561425
