id,price
51636,334202.8504176158
51637,530815.1573844885
51638,335656.051625239
51639,332068.00350404315
51640,435567.4739160677
51641,725602.9695644251
51642,334202.8504176158
51643,435567.4739160677
51644,435567.4739160677
51645,435567.4739160677
51646,725602.9695644251
51647,370623.59510301583
51648,725602.9695644251
51649,725602.9695644251
51650,425489.24850894633
51651,434855.43606557377
51652,454210.7822387083
51653,435567.4739160677
51654,370623.59510301583
51655,530815.1573844885
51656,334202.8504176158
51657,370623.59510301583
51658,370623.59510301583
51659,425489.24850894633
51660,434855.43606557377
51661,370623.59510301583
51662,454210.7822387083
51663,530815.1573844885
51664,427400.24617956067
51665,335656.051625239
51666,454210.7822387083
51667,332068.00350404315
51668,482692.6764953665
51669,335656.051625239
51670,530815.1573844885
51671,434855.43606557377
51672,425489.24850894633
51673,335656.051625239
51674,435567.4739160677
51675,425489.24850894633
51676,332068.00350404315
51677,530815.1573844885
51678,425489.24850894633
51679,427400.24617956067
51680,425489.24850894633
51681,425489.24850894633
51682,370623.59510301583
51683,434855.43606557377
51684,725602.9695644251
51685,434855.43606557377
51686,434855.43606557377
51687,425489.24850894633
51688,425489.24850894633
51689,530815.1573844885
51690,725602.9695644251
51691,370623.59510301583
51692,530815.1573844885
51693,370623.59510301583
51694,335656.051625239
51695,425489.24850894633
51696,435567.4739160677
51697,530815.1573844885
51698,482692.6764953665
51699,482692.6764953665
51700,370623.59510301583
51701,725602.9695644251
51702,370623.59510301583
51703,530815.1573844885
51704,530815.1573844885
51705,370623.59510301583
51706,335656.051625239
51707,434855.43606557377
51708,425489.24850894633
51709,425489.24850894633
51710,427400.24617956067
51711,370623.59510301583
51712,332068.00350404315
51713,335656.051625239
51714,335656.051625239
51715,454210.7822387083
51716,335656.051625239
51717,530815.1573844885
51718,370623.59510301583
51719,530815.1573844885
51720,335656.051625239
51721,482692.6764953665
51722,427400.24617956067
51723,334202.8504176158
51724,434855.43606557377
51725,427400.24617956067
51726,482692.6764953665
51727,482692.6764953665
51728,435567.4739160677
51729,425489.24850894633
51730,334202.8504176158
51731,370623.59510301583
51732,530815.1573844885
51733,454210.7822387083
51734,435567.4739160677
51735,434855.43606557377
51736,425489.24850894633
51737,334202.8504176158
51738,530815.1573844885
51739,332068.00350404315
51740,427400.24617956067
51741,335656.051625239
51742,725602.9695644251
51743,335656.051625239
51744,427400.24617956067
51745,425489.24850894633
51746,435567.4739160677
51747,334202.8504176158
51748,725602.9695644251
51749,530815.1573844885
51750,425489.24850894633
51751,334202.8504176158
51752,435567.4739160677
51753,335656.051625239
51754,435567.4739160677
51755,370623.59510301583
51756,530815.1573844885
51757,530815.1573844885
51758,427400.24617956067
51759,434855.43606557377
51760,454210.7822387083
51761,335656.051625239
51762,725602.9695644251
51763,425489.24850894633
51764,454210.7822387083
51765,332068.00350404315
51766,482692.6764953665
51767,454210.7822387083
51768,332068.00350404315
51769,427400.24617956067
51770,425489.24850894633
51771,482692.6764953665
51772,427400.24617956067
51773,454210.7822387083
51774,427400.24617956067
51775,332068.00350404315
51776,454210.7822387083
51777,335656.051625239
51778,434855.43606557377
51779,454210.7822387083
51780,434855.43606557377
51781,435567.4739160677
51782,334202.8504176158
51783,332068.00350404315
51784,530815.1573844885
51785,370623.59510301583
51786,454210.7822387083
51787,454210.7822387083
51788,425489.24850894633
51789,335656.051625239
51790,335656.051625239
51791,530815.1573844885
51792,425489.24850894633
51793,425489.24850894633
51794,334202.8504176158
51795,427400.24617956067
51796,370623.59510301583
51797,454210.7822387083
51798,434855.43606557377
51799,434855.43606557377
51800,725602.9695644251
51801,725602.9695644251
51802,482692.6764953665
51803,335656.051625239
51804,370623.59510301583
51805,725602.9695644251
51806,434855.43606557377
51807,454210.7822387083
51808,434855.43606557377
51809,482692.6764953665
51810,435567.4739160677
51811,530815.1573844885
51812,725602.9695644251
51813,530815.1573844885
51814,334202.8504176158
51815,530815.1573844885
51816,425489.24850894633
51817,530815.1573844885
51818,334202.8504176158
51819,425489.24850894633
51820,370623.59510301583
51821,334202.8504176158
51822,454210.7822387083
51823,335656.051625239
51824,334202.8504176158
51825,332068.00350404315
51826,427400.24617956067
51827,725602.9695644251
51828,334202.8504176158
51829,425489.24850894633
51830,427400.24617956067
51831,725602.9695644251
51832,482692.6764953665
51833,434855.43606557377
51834,482692.6764953665
51835,725602.9695644251
51836,725602.9695644251
51837,435567.4739160677
51838,332068.00350404315
51839,530815.1573844885
51840,370623.59510301583
51841,425489.24850894633
51842,725602.9695644251
51843,334202.8504176158
51844,332068.00350404315
51845,427400.24617956067
51846,434855.43606557377
51847,725602.9695644251
51848,335656.051625239
51849,435567.4739160677
51850,427400.24617956067
51851,454210.7822387083
51852,530815.1573844885
51853,454210.7822387083
51854,370623.59510301583
51855,482692.6764953665
51856,427400.24617956067
51857,332068.00350404315
51858,425489.24850894633
51859,530815.1573844885
51860,425489.24850894633
51861,332068.00350404315
51862,434855.43606557377
51863,482692.6764953665
51864,530815.1573844885
51865,725602.9695644251
51866,725602.9695644251
51867,425489.24850894633
51868,482692.6764953665
51869,335656.051625239
51870,435567.4739160677
51871,435567.4739160677
51872,335656.051625239
51873,332068.00350404315
51874,427400.24617956067
51875,530815.1573844885
51876,482692.6764953665
51877,334202.8504176158
51878,332068.00350404315
51879,332068.00350404315
51880,725602.9695644251
51881,334202.8504176158
51882,725602.9695644251
51883,435567.4739160677
51884,482692.6764953665
51885,530815.1573844885
51886,434855.43606557377
51887,482692.6764953665
51888,332068.00350404315
51889,434855.43606557377
51890,482692.6764953665
51891,454210.7822387083
51892,334202.8504176158
51893,530815.1573844885
51894,332068.00350404315
51895,725602.9695644251
51896,335656.051625239
51897,482692.6764953665
51898,482692.6764953665
51899,332068.00350404315
51900,434855.43606557377
51901,454210.7822387083
51902,332068.00350404315
51903,332068.00350404315
51904,725602.9695644251
51905,482692.6764953665
51906,425489.24850894633
51907,335656.051625239
51908,332068.00350404315
51909,332068.00350404315
51910,482692.6764953665
51911,335656.051625239
51912,482692.6764953665
51913,530815.1573844885
51914,332068.00350404315
51915,454210.7822387083
51916,335656.051625239
51917,370623.59510301583
51918,725602.9695644251
51919,454210.7822387083
51920,332068.00350404315
51921,482692.6764953665
51922,434855.43606557377
51923,434855.43606557377
51924,482692.6764953665
51925,370623.59510301583
51926,332068.00350404315
51927,482692.6764953665
51928,427400.24617956067
51929,427400.24617956067
51930,482692.6764953665
51931,370623.59510301583
51932,370623.59510301583
51933,454210.7822387083
51934,332068.00350404315
51935,530815.1573844885
51936,332068.00350404315
51937,454210.7822387083
51938,454210.7822387083
51939,427400.24617956067
51940,530815.1573844885
51941,725602.9695644251
51942,725602.9695644251
51943,434855.43606557377
51944,434855.43606557377
51945,427400.24617956067
51946,334202.8504176158
51947,482692.6764953665
51948,725602.9695644251
51949,482692.6764953665
51950,454210.7822387083
51951,434855.43606557377
51952,334202.8504176158
51953,425489.24850894633
51954,425489.24850894633
51955,425489.24850894633
51956,482692.6764953665
51957,454210.7822387083
51958,427400.24617956067
51959,332068.00350404315
51960,725602.9695644251
51961,332068.00350404315
51962,334202.8504176158
